Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année,Nombre d habitants,Nom Département
nan,BESSIERES,3,0.0,1,0,31,31BESSIERES,31066,2016,0.0,0
nan,BLAGNAC,21,1.0,0,0,31,31BLAGNAC,31069,2016,0.0,0
nan,BOULOC,1,1.0,0,0,31,31BOULOC,31079,2016,0.0,0
nan,BRUGUIERES,4,0.0,0,0,31,31BRUGUIERES,31091,2016,0.0,0
nan,BUZET SUR TARN,2,0.0,0,0,31,31BUZET SUR TARN,31094,2016,0.0,0
nan,CARAMAN,0,0.0,1,0,31,31CARAMAN,31106,2016,0.0,0
nan,CARBONNE,3,1.0,0,0,31,31CARBONNE,31107,2016,0.0,0
nan,CASTANET TOLOSAN,6,0.0,0,0,31,31CASTANET TOLOSAN,31113,2016,0.0,0
nan,CASTELGINEST,9,0.0,0,0,31,31CASTELGINEST,31116,2016,0.0,0
nan,CASTELNAU D ESTRETEFONDS,3,0.0,0,0,31,31CASTELNAU D ESTRETEFONDS,31118,2016,0.0,0
nan,CINTEGABELLE,0,1.0,0,0,31,31CINTEGABELLE,31145,2016,0.0,0
nan,COLOMIERS,10,6.0,0,0,31,31COLOMIERS,31149,2016,0.0,0
nan,CORNEBARRIEU,3,0.0,0,0,31,31CORNEBARRIEU,31150,2016,0.0,0
nan,CUGNAUX,6,0.0,0,0,31,31CUGNAUX,31157,2016,0.0,0
nan,DREMIL LAFAGE,1,0.0,0,0,31,31DREMIL LAFAGE,31163,2016,0.0,0
nan,EAUNES,2,0.0,0,0,31,31EAUNES,31165,2016,0.0,0
nan,ESCALQUENS,2,1.0,0,0,31,31ESCALQUENS,31169,2016,0.0,0
nan,FENOUILLET,3,1.0,0,0,31,31FENOUILLET,31182,2016,0.0,0
nan,FLOURENS,1,0.0,0,0,31,31FLOURENS,31184,2016,0.0,0
nan,FONBEAUZARD,0,2.0,0,0,31,31FONBEAUZARD,31186,2016,0.0,0
nan,FONSORBES,4,1.0,0,0,31,31FONSORBES,31187,2016,0.0,0
nan,FONTENILLES,1,1.0,0,0,31,31FONTENILLES,31188,2016,0.0,0
nan,FROUZINS,2,5.0,0,0,31,31FROUZINS,31203,2016,0.0,0
nan,GAGNAC SUR GARONNE,0,1.0,0,0,31,31GAGNAC SUR GARONNE,31205,2016,0.0,0
nan,GOYRANS,0,0.0,1,0,31,31GOYRANS,31227,2016,0.0,0
nan,GRATENTOUR,2,1.0,0,0,31,31GRATENTOUR,31230,2016,0.0,0
nan,SALVETAT SAINT GILLES,4,0.0,0,0,31,31SALVETAT SAINT GILLES,31526,2016,0.0,0
nan,LABARTHE SUR LEZE,2,0.0,0,0,31,31LABARTHE SUR LEZE,31248,2016,0.0,0
nan,LABEGE,2,0.0,0,0,31,31LABEGE,31254,2016,0.0,0
nan,LACROIX FALGARDE,0,0.0,1,0,31,31LACROIX FALGARDE,31259,2016,0.0,0
nan,LAGARDELLE SUR LEZE,0,0.0,1,0,31,31LAGARDELLE SUR LEZE,31263,2016,0.0,0
nan,LAPEYROUSE FOSSAT,1,0.0,0,0,31,31LAPEYROUSE FOSSAT,31273,2016,0.0,0
nan,LAUNAGUET,3,1.0,0,0,31,31LAUNAGUET,31282,2016,0.0,0
nan,LAVELANET DE COMMINGES,0,0.0,1,0,31,31LAVELANET DE COMMINGES,31286,2016,0.0,0
nan,VERNET,1,0.0,0,0,31,31VERNET,31574,2016,0.0,0
nan,LEGUEVIN,1,1.0,0,0,31,31LEGUEVIN,31291,2016,0.0,0
nan,LESPINASSE,2,0.0,0,0,31,31LESPINASSE,31293,2016,0.0,0
nan,LHERM,0,1.0,0,0,31,31LHERM,31299,2016,0.0,0
nan,LONGAGES,0,1.0,0,0,31,31LONGAGES,31303,2016,0.0,0
nan,MARQUEFAVE,0,1.0,0,0,31,31MARQUEFAVE,31320,2016,0.0,0
nan,MERVILLE,1,1.0,0,0,31,31MERVILLE,31341,2016,0.0,0
nan,MIREPOIX SUR TARN,1,0.0,0,0,31,31MIREPOIX SUR TARN,31346,2016,0.0,0
nan,MONDONVILLE,2,0.0,0,9,31,31MONDONVILLE,31351,2016,0.0,0
nan,MONTASTRUC LA CONSEILLERE,1,0.0,0,0,31,31MONTASTRUC LA CONSEILLERE,31358,2016,0.0,0
nan,MONTESQUIEU VOLVESTRE,2,0.0,0,0,31,31MONTESQUIEU VOLVESTRE,31375,2016,0.0,0
nan,MONTGISCARD,1,0.0,0,0,31,31MONTGISCARD,31381,2016,0.0,0
nan,MONTRABE,3,0.0,0,0,31,31MONTRABE,31389,2016,0.0,0
nan,MURET,12,0.0,0,0,31,31MURET,31395,2016,0.0,0
nan,NAILLOUX,1,0.0,0,0,31,31NAILLOUX,31396,2016,0.0,0
nan,PIBRAC,2,0.0,0,0,31,31PIBRAC,31417,2016,0.0,0
nan,PINS JUSTARET,2,0.0,0,0,31,31PINS JUSTARET,31421,2016,0.0,0
nan,PINSAGUEL,1,0.0,0,0,31,31PINSAGUEL,31420,2016,0.0,0
nan,PLAISANCE DU TOUCH,5,3.0,0,0,31,31PLAISANCE DU TOUCH,31424,2016,0.0,0
nan,RAMONVILLE SAINT AGNE,2,1.0,0,0,31,31RAMONVILLE SAINT AGNE,31446,2016,0.0,0
nan,REVEL,5,0.0,0,0,31,31REVEL,31451,2016,0.0,0
nan,RIEUMES,1,1.0,0,0,31,31RIEUMES,31454,2016,0.0,0
nan,RIEUX VOLVESTRE,1,0.0,0,0,31,31RIEUX VOLVESTRE,31455,2016,0.0,0
nan,ROQUESERIERE,0,0.0,1,0,31,31ROQUESERIERE,31459,2016,0.0,0
nan,ROQUETTES,0,1.0,0,0,31,31ROQUETTES,31460,2016,0.0,0
nan,ROUFFIAC TOLOSAN,1,0.0,0,0,31,31ROUFFIAC TOLOSAN,31462,2016,0.0,0
nan,SABONNERES,0,0.0,1,0,31,31SABONNERES,31464,2016,0.0,0
nan,SAINT ORENS DE GAMEVILLE,5,0.0,0,0,31,31SAINT ORENS DE GAMEVILLE,31506,2016,0.0,0
nan,SAINT SAUVEUR,0,0.0,1,0,31,31SAINT SAUVEUR,31516,2016,0.0,0
nan,SAINT GAUDENS,7,4.0,0,0,31,31SAINT GAUDENS,31483,2016,0.0,0
nan,SAINT JEAN,4,0.0,0,0,31,31SAINT JEAN,31488,2016,0.0,0
nan,SAINT JORY,4,1.0,0,0,31,31SAINT JORY,31490,2016,0.0,0
nan,SAINT LYS,3,1.0,0,0,31,31SAINT LYS,31499,2016,0.0,0
nan,SALIES DU SALAT,2,0.0,0,0,31,31SALIES DU SALAT,31523,2016,0.0,0
nan,SEILH,1,0.0,0,0,31,31SEILH,31541,2016,0.0,0
nan,SEYSSES,1,0.0,0,0,31,31SEYSSES,31547,2016,0.0,0
nan,TOULOUSE,287,34.0,0,0,31,31TOULOUSE,31555,2016,0.0,0
nan,TOURNEFEUILLE,4,1.0,0,0,31,31TOURNEFEUILLE,31557,2016,0.0,0
nan,VALENTINE,0,0.0,1,0,31,31VALENTINE,31565,2016,0.0,0
nan,VENERQUE,1,0.0,0,0,31,31VENERQUE,31572,2016,0.0,0
nan,VERFEIL,1,1.0,0,0,31,31VERFEIL,31573,2016,0.0,0
nan,VIGOULET AUZIL,0,1.0,0,0,31,31VIGOULET AUZIL,31578,2016,0.0,0
nan,VILLEFRANCHE DE LAURAGAIS,3,1.0,0,0,31,31VILLEFRANCHE DE LAURAGAIS,31582,2016,0.0,0
nan,VILLEMUR SUR TARN,3,0.0,0,0,31,31VILLEMUR SUR TARN,31584,2016,0.0,0
nan,VILLENEUVE TOLOSANE,3,2.0,0,0,31,31VILLENEUVE TOLOSANE,31588,2016,0.0,0
Gers (32),AUCH,7,3.0,0,0,32,32AUCH,32013,2016,0.0,0
Auch,CAZAUBON,1,0.0,0,0,32,32CAZAUBON,32096,2016,0.0,0
nan,CONDOM,3,0.0,0,0,32,32CONDOM,32107,2016,0.0,0
nan,EAUZE,2,0.0,0,0,32,32EAUZE,32119,2016,0.0,0
nan,FLEURANCE,2,2.0,0,0,32,32FLEURANCE,32132,2016,0.0,0
nan,GIMONT,1,0.0,0,0,32,32GIMONT,32147,2016,0.0,0
nan,ISLE JOURDAIN,3,2.0,0,0,32,32ISLE JOURDAIN,32160,2016,0.0,0
nan,LECTOURE,1,1.0,0,0,32,32LECTOURE,32208,2016,0.0,0
nan,MIRANDE,3,0.0,0,0,32,32MIRANDE,32256,2016,0.0,0
nan,NOGARO,1,0.0,0,0,32,32NOGARO,32296,2016,0.0,0
nan,MAUVEZIN,0,1.0,0,0,32,32MAUVEZIN,32249,2016,0.0,0
nan,SEISSAN,0,1.0,0,0,32,32SEISSAN,32426,2016,0.0,0
nan,VIC FEZENSAC,0,2.0,0,0,32,32VIC FEZENSAC,32462,2016,0.0,0
nan,BASSENS,3,0.0,0,0,33,33BASSENS,33032,2016,0.0,0
nan,BLANQUEFORT,3,0.0,0,0,33,33BLANQUEFORT,33056,2016,0.0,0
nan,BORDEAUX,114,79.0,0,0,33,33BORDEAUX,33063,2016,0.0,0
nan,BOULIAC,1,0.0,0,0,33,33BOULIAC,33065,2016,0.0,0
nan,BOUSCAT,4,0.0,0,0,33,33BOUSCAT,33069,2016,0.0,0
nan,BRUGES,7,0.0,0,0,33,33BRUGES,33075,2016,0.0,0
nan,CADAUJAC,2,0.0,0,0,33,33CADAUJAC,33080,2016,0.0,0
nan,CANEJAN,1,0.0,0,0,33,33CANEJAN,33090,2016,0.0,0
nan,CARBON BLANC,2,0.0,0,0,33,33CARBON BLANC,33096,2016,0.0,0
nan,CREON,0,2.0,0,0,33,33CREON,33140,2016,0.0,0
nan,EYSINES,2,0.0,0,0,33,33EYSINES,33162,2016,0.0,0
nan,FLOIRAC,4,0.0,0,0,33,33FLOIRAC,33167,2016,0.0,0
nan,GRADIGNAN,0,4.0,0,1,33,33GRADIGNAN,33192,2016,0.0,0
nan,HAILLAN,3,0.0,0,0,33,33HAILLAN,33200,2016,0.0,0
nan,LATRESNE,0,1.0,0,0,33,33LATRESNE,33234,2016,0.0,0
nan,LEOGNAN,2,0.0,0,0,33,33LEOGNAN,33238,2016,0.0,0
nan,LORMONT,4,1.0,0,0,33,33LORMONT,33249,2016,0.0,0
nan,MERIGNAC,14,4.0,0,0,33,33MERIGNAC,33281,2016,0.0,0
nan,MONTUSSAN,1,0.0,0,0,33,33MONTUSSAN,33293,2016,0.0,0
nan,PESSAC,14,2.0,0,0,33,33PESSAC,33318,2016,0.0,0
nan,SADIRAC,1,0.0,0,0,33,33SADIRAC,33363,2016,0.0,0
nan,SAINTE EULALIE,3,1.0,0,0,33,33SAINTE EULALIE,33397,2016,0.0,0
nan,SAINT JEAN D ILLAC,3,1.0,0,0,33,33SAINT JEAN D ILLAC,33422,2016,0.0,0
nan,SAINT LOUBES,2,0.0,0,0,33,33SAINT LOUBES,33433,2016,0.0,0
nan,SAINT LOUIS DE MONTFERRAND,1,0.0,0,0,33,33SAINT LOUIS DE MONTFERRAND,33434,2016,0.0,0
nan,SAINT MEDARD EN JALLES,6,0.0,0,0,33,33SAINT MEDARD EN JALLES,33449,2016,0.0,0
nan,SAINT SULPICE ET CAMEYRAC,1,0.0,0,0,33,33SAINT SULPICE ET CAMEYRAC,33483,2016,0.0,0
nan,TAILLAN MEDOC,3,0.0,0,0,33,33TAILLAN MEDOC,33519,2016,0.0,0
nan,TALENCE,12,11.0,0,0,33,33TALENCE,33522,2016,0.0,0
nan,VILLENAVE D ORNON,8,1.0,0,0,33,33VILLENAVE D ORNON,33550,2016,0.0,0
nan,ANDERNOS LES BAINS,9,4.0,0,0,33,33ANDERNOS LES BAINS,33005,2016,0.0,0
nan,ARCACHON,15,15.0,0,0,33,33ARCACHON,33009,2016,0.0,0
nan,ARES,6,0.0,0,0,33,33ARES,33011,2016,0.0,0
nan,AUDENGE,2,0.0,0,0,33,33AUDENGE,33019,2016,0.0,0
nan,BARP,2,0.0,0,0,33,33BARP,33029,2016,0.0,0
nan,BIGANOS,4,2.0,0,0,33,33BIGANOS,33051,2016,0.0,0
nan,GUJAN MESTRAS,8,1.0,0,0,33,33GUJAN MESTRAS,33199,2016,0.0,0
nan,LANTON,4,1.0,0,0,33,33LANTON,33229,2016,0.0,0
nan,LEGE CAP FERRET,10,11.0,0,0,33,33LEGE CAP FERRET,33236,2016,0.0,0
nan,MARCHEPRIME,2,0.0,0,0,33,33MARCHEPRIME,33555,2016,0.0,0
nan,MIOS,2,0.0,0,0,33,33MIOS,33284,2016,0.0,0
nan,SALLES,1,1.0,0,0,33,33SALLES,33498,2016,0.0,0
nan,TESTE DE BUCH,19,3.0,0,1,33,33TESTE DE BUCH,33529,2016,0.0,0
nan,TEICH,2,0.0,0,0,33,33TEICH,33527,2016,0.0,0
nan,SAINT ANDRE DE CUBZAC,1,2.0,3,0,33,33SAINT ANDRE DE CUBZAC,33366,2016,0.0,0
nan,SAINT CIERS SUR GIRONDE,1,0.0,0,0,33,33SAINT CIERS SUR GIRONDE,33389,2016,0.0,0
nan,BOURG,1,0.0,0,0,33,33BOURG,33067,2016,0.0,0
nan,SAINT SAVIN,1,0.0,0,0,33,33SAINT SAVIN,33473,2016,0.0,0
nan,BLAYE,1,0.0,0,0,33,33BLAYE,33058,2016,0.0,0
nan,BAZAS,1,0.0,1,0,33,33BAZAS,33036,2016,0.0,0
nan,BOURDELLES,0,0.0,1,0,33,33BOURDELLES,33066,2016,0.0,0
nan,LANGON,4,0.0,0,0,33,33LANGON,33227,2016,0.0,0
nan,REOLE,3,0.0,0,0,33,33REOLE,33352,2016,0.0,0
nan,PORTETS,1,0.0,0,0,33,33PORTETS,33334,2016,0.0,0
nan,TOULENNE,1,0.0,0,0,33,33TOULENNE,33533,2016,0.0,0
nan,GAILLAN EN MEDOC,0,0.0,1,0,33,33GAILLAN EN MEDOC,33177,2016,0.0,0
nan,GRAYAN ET L HOPITAL,2,1.0,0,0,33,33GRAYAN ET L HOPITAL,33193,2016,0.0,0
nan,HOURTIN,2,1.0,0,0,33,33HOURTIN,33203,2016,0.0,0
nan,LESPARRE MEDOC,2,1.0,0,0,33,33LESPARRE MEDOC,33240,2016,0.0,0
nan,PORGE,2,0.0,0,0,33,33PORGE,33333,2016,0.0,0
nan,MOULIS EN MEDOC,0,0.0,1,0,33,33MOULIS EN MEDOC,33297,2016,0.0,0
nan,NAUJAC SUR MER,0,4.0,0,0,33,33NAUJAC SUR MER,33300,2016,0.0,0
nan,SAINT LAURENT MEDOC,1,1.0,0,0,33,33SAINT LAURENT MEDOC,33424,2016,0.0,0
nan,SAINTE HELENE,1,0.0,0,0,33,33SAINTE HELENE,33417,2016,0.0,0
nan,SOULAC SUR MER,7,0.0,0,2,33,33SOULAC SUR MER,33514,2016,0.0,0
nan,TALAIS,0,1.0,0,0,33,33TALAIS,33521,2016,0.0,0
nan,VENDAYS MONTALIVET,2,2.0,1,0,33,33VENDAYS MONTALIVET,33540,2016,0.0,0
nan,VENSAC,0,0.0,1,0,33,33VENSAC,33541,2016,0.0,0
nan,ARVEYRES,0,1.0,0,0,33,33ARVEYRES,33015,2016,0.0,0
nan,COUTRAS,4,3.0,0,0,33,33COUTRAS,33138,2016,0.0,0
nan,ESPIET,0,1.0,0,0,33,33ESPIET,33157,2016,0.0,0
nan,GENISSAC,1,0.0,0,0,33,33GENISSAC,33185,2016,0.0,0
nan,GUITRES,0,1.0,0,0,33,33GUITRES,33198,2016,0.0,0
nan,IZON,1,1.0,0,0,33,33IZON,33207,2016,0.0,0
nan,LIBOURNE,12,6.0,0,0,33,33LIBOURNE,33243,2016,0.0,0
nan,PINEUILH,2,0.0,0,0,33,33PINEUILH,33324,2016,0.0,0
nan,SAINT DENIS DE PILE,1,1.0,0,0,33,33SAINT DENIS DE PILE,33393,2016,0.0,0
nan,SAINT EMILION,2,1.0,0,0,33,33SAINT EMILION,33394,2016,0.0,0
nan,SAINTE FOY LA GRANDE,3,0.0,0,0,33,33SAINTE FOY LA GRANDE,33402,2016,0.0,0
nan,VAYRES,1,1.0,0,0,33,33VAYRES,33539,2016,0.0,0
Hérault (34),ABEILHAN,0,2.0,0,0,34,34ABEILHAN,34001,2016,0.0,0
Montpellier,ADISSAN,0,1.0,0,0,34,34ADISSAN,34002,2016,0.0,0
nan,AGDE,51,9.0,3,2,34,34AGDE,34003,2016,0.0,0
nan,ANIANE,2,0.0,0,0,34,34ANIANE,34010,2016,0.0,0
nan,BAILLARGUES,5,0.0,0,0,34,34BAILLARGUES,34022,2016,0.0,0
nan,BALARUC LE VIEUX,2,1.0,0,0,34,34BALARUC LE VIEUX,34024,2016,0.0,0
nan,BALARUC LES BAINS,7,1.0,0,0,34,34BALARUC LES BAINS,34023,2016,0.0,0
nan,BASSAN,1,0.0,0,0,34,34BASSAN,34025,2016,0.0,0
nan,BEDARIEUX,8,2.0,0,0,34,34BEDARIEUX,34028,2016,0.0,0
nan,BESSAN,3,1.0,0,0,34,34BESSAN,34031,2016,0.0,0
nan,BOUJAN SUR LIBRON,2,5.0,0,0,34,34BOUJAN SUR LIBRON,34037,2016,0.0,0
nan,BOUSQUET D ORB,2,0.0,0,0,34,34BOUSQUET D ORB,34038,2016,0.0,0
nan,BOUZIGUES,1,1.0,0,0,34,34BOUZIGUES,34039,2016,0.0,0
nan,CANET,1,1.0,0,0,34,34CANET,34051,2016,0.0,0
nan,CAPESTANG,3,0.0,0,0,34,34CAPESTANG,34052,2016,0.0,0
nan,CASTELNAU DE GUERS,1,0.0,0,0,34,34CASTELNAU DE GUERS,34056,2016,0.0,0
nan,CASTELNAU LE LEZ,20,7.0,0,2,34,34CASTELNAU LE LEZ,34057,2016,0.0,0
nan,CASTRIES,5,0.0,0,0,34,34CASTRIES,34058,2016,0.0,0
nan,CAUX,2,1.0,0,0,34,34CAUX,34063,2016,0.0,0
nan,CAZOULS D HERAULT,0,1.0,0,0,34,34CAZOULS D HERAULT,34068,2016,0.0,0
nan,CAZOULS LES BEZIERS,4,0.0,0,0,34,34CAZOULS LES BEZIERS,34069,2016,0.0,0
nan,CERS,0,2.0,0,0,34,34CERS,34073,2016,0.0,0
nan,CESSENON SUR ORB,0,0.0,1,0,34,34CESSENON SUR ORB,34074,2016,0.0,0
nan,CLAPIERS,5,0.0,0,0,34,34CLAPIERS,34077,2016,0.0,0
nan,CLARET,1,0.0,0,0,34,34CLARET,34078,2016,0.0,0
nan,COLOMBIERS,2,0.0,0,0,34,34COLOMBIERS,34081,2016,0.0,0
nan,COMBAILLAUX,1,0.0,0,0,34,34COMBAILLAUX,34082,2016,0.0,0
nan,CORNEILHAN,1,0.0,0,0,34,34CORNEILHAN,34084,2016,0.0,0
nan,COURNONTERRAL,4,0.0,0,0,34,34COURNONTERRAL,34088,2016,0.0,0
nan,CRES,7,4.0,0,0,34,34CRES,34090,2016,0.0,0
nan,FABREGUES,7,0.0,0,0,34,34FABREGUES,34095,2016,0.0,0
nan,FLORENSAC,3,0.0,0,0,34,34FLORENSAC,34101,2016,0.0,0
nan,FRONTIGNAN,22,4.0,0,0,34,34FRONTIGNAN,34108,2016,0.0,0
nan,GABIAN,1,0.0,0,0,34,34GABIAN,34109,2016,0.0,0
nan,GANGES,3,0.0,0,0,34,34GANGES,34111,2016,0.0,0
nan,GIGEAN,4,1.0,0,0,34,34GIGEAN,34113,2016,0.0,0
nan,GIGNAC,4,2.0,0,0,34,34GIGNAC,34114,2016,0.0,0
nan,GRABELS,6,0.0,0,0,34,34GRABELS,34116,2016,0.0,0
nan,GRANDE MOTTE,27,2.0,0,0,34,34GRANDE MOTTE,34344,2016,0.0,0
nan,HEREPIAN,0,1.0,0,0,34,34HEREPIAN,34119,2016,0.0,0
nan,JACOU,3,0.0,0,0,34,34JACOU,34120,2016,0.0,0
nan,JUVIGNAC,7,4.0,0,0,34,34JUVIGNAC,34123,2016,0.0,0
nan,LAMALOU LES BAINS,2,1.0,0,0,34,34LAMALOU LES BAINS,34126,2016,0.0,0
nan,LANSARGUES,2,0.0,0,0,34,34LANSARGUES,34127,2016,0.0,0
nan,LAROQUE,0,1.0,0,0,34,34LAROQUE,34128,2016,0.0,0
nan,LATTES,22,8.0,0,0,34,34LATTES,34129,2016,0.0,0
nan,LAURENS,0,1.0,0,0,34,34LAURENS,34130,2016,0.0,0
nan,LAVERUNE,3,1.0,0,0,34,34LAVERUNE,34134,2016,0.0,0
nan,LESPIGNAN,3,0.0,0,0,34,34LESPIGNAN,34135,2016,0.0,0
nan,LEZIGNAN LA CEBE,0,1.0,0,0,34,34LEZIGNAN LA CEBE,34136,2016,0.0,0
nan,LIGNAN SUR ORB,0,0.0,2,0,34,34LIGNAN SUR ORB,34140,2016,0.0,0
nan,LODEVE,7,2.0,0,0,34,34LODEVE,34142,2016,0.0,0
nan,LOUPIAN,2,1.0,1,0,34,34LOUPIAN,34143,2016,0.0,0
nan,LUNEL,35,6.0,2,0,34,34LUNEL,34145,2016,0.0,0
nan,LUNEL VIEL,3,1.0,0,0,34,34LUNEL VIEL,34146,2016,0.0,0
nan,MAGALAS,2,2.0,0,0,34,34MAGALAS,34147,2016,0.0,0
nan,MARAUSSAN,2,0.0,1,0,34,34MARAUSSAN,34148,2016,0.0,0
nan,MARSILLARGUES,8,1.0,0,0,34,34MARSILLARGUES,34151,2016,0.0,0
nan,MAUREILHAN,2,1.0,0,0,34,34MAUREILHAN,34155,2016,0.0,0
nan,MEZE,8,0.0,0,0,34,34MEZE,34157,2016,0.0,0
nan,MIREVAL,3,1.0,0,0,34,34MIREVAL,34159,2016,0.0,0
nan,MONTADY,2,1.0,0,0,34,34MONTADY,34161,2016,0.0,0
nan,MONTARNAUD,1,0.0,0,0,34,34MONTARNAUD,34163,2016,0.0,0
nan,MONTBLANC,3,0.0,0,0,34,34MONTBLANC,34166,2016,0.0,0
nan,MONTFERRIER SUR LEZ,2,0.0,0,0,34,34MONTFERRIER SUR LEZ,34169,2016,0.0,0
nan,MONTPELLIER,183,58.0,0,0,34,34MONTPELLIER,34172,2016,0.0,0
nan,MUDAISON,0,1.0,1,0,34,34MUDAISON,34176,2016,0.0,0
nan,MURVIEL LES BEZIERS,2,0.0,0,0,34,34MURVIEL LES BEZIERS,34178,2016,0.0,0
nan,MURVIEL LES MONTPELLIER,0,0.0,1,0,34,34MURVIEL LES MONTPELLIER,34179,2016,0.0,0
nan,NEZIGNAN L EVEQUE,2,0.0,0,0,34,34NEZIGNAN L EVEQUE,34182,2016,0.0,0
nan,NISSAN LEZ ENSERUNE,3,1.0,0,0,34,34NISSAN LEZ ENSERUNE,34183,2016,0.0,0
nan,OLONZAC,0,2.0,0,0,34,34OLONZAC,34189,2016,0.0,0
nan,PALAVAS LES FLOTS,22,2.0,0,0,34,34PALAVAS LES FLOTS,34192,2016,0.0,0
nan,PAULHAN,2,1.0,0,0,34,34PAULHAN,34194,2016,0.0,0
nan,PEROLS,10,6.0,0,0,34,34PEROLS,34198,2016,0.0,0
nan,PEZENAS,8,2.0,0,0,34,34PEZENAS,34199,2016,0.0,0
nan,PIGNAN,5,0.0,0,0,34,34PIGNAN,34202,2016,0.0,0
nan,PINET,1,0.0,0,0,34,34PINET,34203,2016,0.0,0
nan,POMEROLS,1,1.0,0,0,34,34POMEROLS,34207,2016,0.0,0
nan,PORTIRAGNES,5,0.0,0,0,34,34PORTIRAGNES,34209,2016,0.0,0
nan,POUSSAN,4,3.0,0,0,34,34POUSSAN,34213,2016,0.0,0
nan,POUZOLLES,1,0.0,0,0,34,34POUZOLLES,34214,2016,0.0,0
nan,PUISSALICON,0,1.0,0,0,34,34PUISSALICON,34224,2016,0.0,0
nan,PUISSERGUIER,1,1.0,0,0,34,34PUISSERGUIER,34225,2016,0.0,0
nan,QUARANTE,1,0.0,0,0,34,34QUARANTE,34226,2016,0.0,0
nan,ROUJAN,3,0.0,1,0,34,34ROUJAN,34237,2016,0.0,0
nan,SAINT ANDRE DE SANGONIS,4,0.0,0,0,34,34SAINT ANDRE DE SANGONIS,34239,2016,0.0,0
nan,SAINT AUNES,2,0.0,0,0,34,34SAINT AUNES,34240,2016,0.0,0
nan,SAINT BAUZILLE DE PUTOIS,1,0.0,0,0,34,34SAINT BAUZILLE DE PUTOIS,34243,2016,0.0,0
nan,SAINT BRES,2,0.0,0,0,34,34SAINT BRES,34244,2016,0.0,0
nan,SAINT CHINIAN,1,0.0,0,0,34,34SAINT CHINIAN,34245,2016,0.0,0
nan,SAINT CLEMENT DE RIVIERE,6,1.0,0,0,34,34SAINT CLEMENT DE RIVIERE,34247,2016,0.0,0
nan,SAINT DREZERY,1,0.0,0,0,34,34SAINT DREZERY,34249,2016,0.0,0
nan,SAINT GENIES DE FONTEDIT,1,0.0,0,0,34,34SAINT GENIES DE FONTEDIT,34258,2016,0.0,0
nan,SAINT GEORGES D ORQUES,5,0.0,0,1,34,34SAINT GEORGES D ORQUES,34259,2016,0.0,0
nan,SAINT GUILHEM LE DESERT,1,1.0,0,0,34,34SAINT GUILHEM LE DESERT,34261,2016,0.0,0
nan,SAINT JEAN DE FOS,1,0.0,0,0,34,34SAINT JEAN DE FOS,34267,2016,0.0,0
nan,SAINT JEAN DE VEDAS,7,1.0,0,0,34,34SAINT JEAN DE VEDAS,34270,2016,0.0,0
nan,SAINT JUST,1,0.0,0,0,34,34SAINT JUST,34272,2016,0.0,0
nan,SAINT MARTIN DE LONDRES,0,1.0,0,0,34,34SAINT MARTIN DE LONDRES,34274,2016,0.0,0
nan,SAINT MATHIEU DE TREVIERS,2,1.0,0,0,34,34SAINT MATHIEU DE TREVIERS,34276,2016,0.0,0
nan,SAINT NAZAIRE DE PEZAN,0,0.0,1,0,34,34SAINT NAZAIRE DE PEZAN,34280,2016,0.0,0
nan,SAINT PARGOIRE,0,0.0,1,0,34,34SAINT PARGOIRE,34281,2016,0.0,0
nan,SAINT THIBERY,2,0.0,0,0,34,34SAINT THIBERY,34289,2016,0.0,0
nan,SAUSSAN,1,1.0,0,0,34,34SAUSSAN,34295,2016,0.0,0
nan,SAUVIAN,3,0.0,0,0,34,34SAUVIAN,34298,2016,0.0,0
nan,SERIGNAN,6,3.0,0,0,34,34SERIGNAN,34299,2016,0.0,0
nan,SERVIAN,4,0.0,0,0,34,34SERVIAN,34300,2016,0.0,0
nan,SETE,35,12.0,0,0,34,34SETE,34301,2016,0.0,0
nan,SOUBES,0,0.0,1,0,34,34SOUBES,34304,2016,0.0,0
nan,SUSSARGUES,1,0.0,0,0,34,34SUSSARGUES,34307,2016,0.0,0
nan,TEYRAN,4,0.0,0,4,34,34TEYRAN,34309,2016,0.0,0
nan,THEZAN LES BEZIERS,1,1.0,0,0,34,34THEZAN LES BEZIERS,34310,2016,0.0,0
nan,VAILHAUQUES,1,2.0,1,0,34,34VAILHAUQUES,34320,2016,0.0,0
nan,VALRAS PLAGE,11,0.0,0,0,34,34VALRAS PLAGE,34324,2016,0.0,0
nan,VENDARGUES,3,2.0,0,1,34,34VENDARGUES,34327,2016,0.0,0
nan,VILLEVEYRAC,1,1.0,0,0,34,34VILLEVEYRAC,34341,2016,0.0,0
Ille-et-Vilaine (35),ACIGNE,2,0.0,0,0,35,35ACIGNE,35001,2016,0.0,0
Rennes,ANTRAIN,0,0.0,1,0,35,35ANTRAIN,35004,2016,0.0,0
nan,BAIN DE BRETAGNE,1,1.0,0,0,35,35BAIN DE BRETAGNE,35012,2016,0.0,0
nan,BETTON,2,0.0,0,0,35,35BETTON,35024,2016,0.0,0
nan,BOUEXIERE,1,0.0,0,0,35,35BOUEXIERE,35031,2016,0.0,0
nan,BRUZ,4,0.0,0,0,35,35BRUZ,35047,2016,0.0,0
